Name,Description,Link,City,Zip,Member Count,Topic Category,Topics,Past Events
Gambeta Football Club (Boston),"**Join Gambeta Football Club – Where Passion for Soccer Meets Community Spirit!**

At Gambeta Footba",https://www.meetup.com/gambetafootallclub,Boston,02110,124,Sports & Fitness,"Sports and Socials, Womens Soccer, Mens Soccer, Co-ed Soccer, Soccer, Pickup Soccer, Indoor Soccer, Experienced Soccer Players, Outdoor Soccer, Futbol","Gambeta # 1 (ID: 222561020, Date: 2015-05-28T19:30-04:00); Gambeta #4 (ID: 222799286, Date: 2015-06-04T19:15-04:00); Gambeta (ID: 223203316, Date: 2015-06-18T19:15-04:00)"
30s and 40s Let's Hang Out-Boston and South Shore!,"If you are looking to meet new people and work some fun into your weekday evenings and weekends, thi",https://www.meetup.com/quincy-boston-30s-and-40s-hangout,Quincy,02171,1843,Social Activities,"Social, Nature Walks, Happy Hour, Bars & Pubs, Dining Out, Hiking, Adventure, Fun Times, New In Town, Eating & Drinking, Nightlife, Outdoor Adventures, Beach, Dog Parks, Make New Friends","Wollaston Beach Boardwalk Evening Walk (ID: 279840564, Date: 2021-08-06T18:00-04:00); Kincaide Park-Let's Walk the Track! (ID: 279868845, Date: 2021-08-10T18:30-04:00); Live Solo Acoustic Hits @ Quincy Adams Inn Gazebo (ID: 279935666, Date: 2021-08-11T17:00-04:00)"
Boston FinTech,"<p>Monthly meetups with the Boston FinTech community, from CTOs and CIOs to traders, developers, por",https://www.meetup.com/boston-fintech,Boston,02110,4834,Career & Business,"Financial Innovation, Finance Professionals, Financial Technology, Startup Businesses, Innovation","Talk FinTech from buyside to sellside. With beer, of course. (ID: 133509362, Date: 2013-09-03T17:45-04:00); Boston Fintech Meeting#2 (ID: 138247552, Date: 2013-10-03T17:45-04:00); Boston Fintech Tuesday (ID: 138248082, Date: 2013-11-05T17:45-05:00)"
The Boston Python User Group,<p><span><strong>Welcome!</strong></span><strong> Boston Python</strong> is one of the largest local,https://www.meetup.com/bostonpython,Cambridge,02138,10775,Technology,"Open Source Python, Python Web Development, Django, Web Technology, Open Source, Python, Computer Programming, Software Development, Web Development, Data Science, Machine Learning","The Cambridge Python May Meetup (ID: 5643943, Date: 2007-05-23T19:00-04:00); The Cambridge Python June Meetup (ID: 5811659, Date: 2007-06-20T19:00-04:00); The Cambridge Python July Meetup (ID: 5915248, Date: 2007-07-18T19:00-04:00)"
ACP - Boston,"If you are looking for a growth experience that incorporates relevant information, informative video",https://www.meetup.com/a-conscious-partner-boston,Boston,02108,531,Health & Wellbeing,"Divorce Support, Self-Help & Self-Improvement, Consciousness, Marriage Support, Personal Development, Newly Divorced, Life Coaching, Dating and Relationships, Courses and Workshops, Self Exploration, Self-Empowerment, Improving Relationships, Family Life & Love Life","Nov 2021 – Week #1 – Setting Boundaries!! - All 4 Events $60 CAD  6:30 & 9:30 (ID: 281761698, Date: 2021-11-01T18:30-04:00); FREE! ACP Signature Event - Do I Love Myself! (ID: 281825515, Date: 2021-11-04T14:00-04:00); ACP Zoom – WHAT IS LOVE – Have you been in love? An ACP Foundation Event (ID: 281759301, Date: 2021-11-05T21:30-04:00)"
Boston Bible Study,"<p>Want to grow closer to God? Want to know more about Him, learn from Him, or even learn about Him ",https://www.meetup.com/boston-bible-study,Boston,02115,642,Religion & Spirituality,"Bible Study, God, Holy Spirit, Jesus Christ","Romans Study (ID: 86382232, Date: 2012-10-10T19:00-04:00); To Live is Christ (ID: 85493872, Date: 2012-10-20T10:00-04:00); Study the Gospel of Mark (ID: 100386782, Date: 2013-01-22T19:00-05:00)"
Boston Social Running Club,"<p>A club for people to run, eat &amp; drink together.</p>",https://www.meetup.com/boston-social-running-club,Boston,02114,2639,Sports & Fitness,"Fitness, Running, Wellness, Outdoors, Group Fitness Training, Outdoor Fitness, Healthy Living, Beginners Running, Exercise, Running Partners & Groups, Trail Running","Tuesday Morning Run from North Station (ID: 274768037, Date: 2020-11-24T08:00-05:00); Tuesday Evening Run on the Esplanade (ID: 274779203, Date: 2020-11-24T17:30-05:00); 2.8 mile run starting from Community Boating (ID: 274870876, Date: 2020-11-29T09:30-05:00)"
Osho Greater Boston,"A point of contact for Osho lovers in and around Boston.
Don't be frightened, get enlightened!",https://www.meetup.com/osho-greater-boston,Boston,02108,11,Religion & Spirituality,"Spirituality, Spiritual Growth, Consciousness, Spiritual Awakening, Meditation, Moving Meditation, Spiritual Healing, Osho","Active Meditations (ID: 303784942, Date: 2024-10-06T20:00-04:00); Active Meditations Series (drop in welcome) (ID: 303840344, Date: 2024-10-06T20:00-04:00); Active Meditations (ID: 303840345, Date: 2024-10-06T20:00-04:00)"
Comedy Night in Boston,**A fresh line-up of the North America's Best Comics Every Sunday for free on Zoom! Come and laugh w,https://www.meetup.com/comedy-night-in-boston,Boston,02108,495,Social Activities,"Comedy, Sketch Comedy, Stand-up Comedy, Fun and Laughter, Comedy Club, Community Building","Comedy Night on Zoom (ID: 286974660, Date: 2022-07-10T23:00-04:00); Comedy Night on Zoom (ID: 287126763, Date: 2022-07-17T23:00-04:00); Comedy Night on Zoom (ID: 287262101, Date: 2022-07-24T23:00-04:00)"
Real Life Boston,Join us at our meet-up for a community of Christians dedicated to glorifying God's name. Our group's,https://www.meetup.com/real-life-boston,Somerville,02143,23,Religion & Spirituality,"Spanish, Motivation & Success, Positive Thinking, Community Building, Homeschooling, Christian, Kids, Leadership, Jesus Christ","Worship Experience  (ID: 299328232, Date: 2024-02-25T18:00-05:00); Worship Experience  (ID: 299328233, Date: 2024-02-25T18:00-05:00); Worship Experience  (ID: 299335859, Date: 2024-02-25T18:00-05:00)"
Social Nightlife Events in Boston (B.S.P)🎊20s/30s,"We are B.S.P.😈🎉(Boston Social Promotions)
\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*\*",https://www.meetup.com/bsp-weekends,Boston,02108,2679,Social Activities,"Latin Music, Fun Times, Social Dancing, Nightlife, 20's-30's, Music, Social, Women's Social, Dancing, Latin Dance, New In Town, Singles, Partying, Make New Friends, Social Networking","🍻Social Pregame🍽 W/ New Friends🎊HAPPY 4/20🍁 (ID: 260708618, Date: 2019-04-20T19:30-04:00); 🍻Social Pregame @Red Lantern🍹 With us early➡️AfterParty @Storyville Later🎊 (ID: 260733630, Date: 2019-04-26T20:00-04:00); 🍻Pregame W/ New Friends early - Party Later🍽🎊SATURDAY- 4/27 (ID: 260740887, Date: 2019-04-27T19:00-04:00)"
LFDT Boston,LFDT Meetup groups have an informal relationship with LF Decentralized Trust and make up a key part ,https://www.meetup.com/lfdt-boston,Boston,02108,2222,Technology,"Open Source, Software Development, New Technology, Cloud Computing, Financial Technology, Internet of Things (IOT), Cryptography, Bitcoin, Cryptocurrency, Ethereum, Blockchain, Hyperledger, Hyperledger Fabric, NFT (Non-fungible Tokens), Web 3.0","Intro to Hyperledger/Open Blockchain. HyperLedger vs Ethereum (ID: 229692707, Date: 2016-05-05T17:30-04:00); WEBINAR: Introduction to Hyperledger: Blockchain Technologies for Business (ID: 236374401, Date: 2017-01-18T11:00-05:00); WEBINAR #2: Technical Widening on Hyperledger Fabric (ID: 236722964, Date: 2017-01-30T10:00-05:00)"
Boston Software Crafters,<p><span>Boston Software Crafters is a large and vibrant developers the Boston area committed to lea,https://www.meetup.com/boston-software-crafters,Cambridge,02142,2242,Technology,"Software Development, Software Engineering, Computer Programming, Software QA and Testing, Software Craftsmanship, Agile Testing, Pair Programming, Test Driven Development, Extreme Programming, New Technology, Technology","Interface Migration Patterns (ID: 152983682, Date: 2013-12-02T18:30-05:00); Global Day of Coderetreat Boston (ID: 152990922, Date: 2013-12-14T08:30-05:00); December Code & Cocktails (ID: 153911052, Date: 2013-12-30T18:30-05:00)"
Boston BitDevs,BitDevs is a community for those interested in discussing and participating in the research and deve,https://www.meetup.com/boston-bitdevs,Boston,02108,613,Technology,"New Technology, Virtual Currency, Cryptography, Decentralized Systems & Applications, Digital Currency, Blockchain, Bitcoin, Cryptocurrency","Boston BitDevs Meetup 1 (ID: 262042998, Date: 2019-06-18T18:00-04:00); Boston BitDevs Meetup 2 (ID: 263050741, Date: 2019-07-31T18:00-04:00); Boston BitDevs Meetup 3 (ID: 263970437, Date: 2019-08-21T18:00-04:00)"
Boston Urban Hikers,"Welcome to Boston Urban Hikers, where the city's hustle meets nature's bustle! We're a group of urba",https://www.meetup.com/meetup-group-wxbkghns,Boston,02108,397,Travel & Outdoor,"Walking, Outdoors, Fun Times, Adventure, Social Networking, Hiking, Nature Walks, Exercise, Outdoor Adventures, Leisure Walking","Explore Spectacle Island: Perimeter Trail Hike & Harbor View (ID: 302845164, Date: 2024-08-24T10:30-04:00); Arnold Arboretum  (ID: 303138692, Date: 2024-09-01T15:00-04:00); World's End in Hingham (ID: 303196496, Date: 2024-09-14T10:55-04:00)"
Analytics.Club Boston,"**Welcome to Boston Analytics Club!**




We're a community-driven club focused on helping each othe",https://www.meetup.com/ac-bos,Boston,02109,4108,Technology,"Machine Learning, Computer Programming, Open Source, NoSQL, Hadoop, Business Intelligence, New Technology, Cloud Computing, Big Data, Data Analytics, Data Visualization, Predictive Analytics, Data Mining, Data Science","Building a Center of Excellence for Big Data Analytics (ID: 135533572, Date: 2013-09-12T18:30-04:00); Turning Big Data into Business Applications (ID: 141121772, Date: 2013-10-09T18:30-04:00); Analytics in HealthCare: The Changing Face of Clinical Trials (ID: 144684532, Date: 2013-10-15T18:00-04:00)"
Stress-free Boston Volleyball,"**Goals**:  

* exercise
* release stress
* socialize

**Target level**: intermediate+
**Cost**: var",https://www.meetup.com/volley,Boston,02108,1262,Sports & Fitness,"Volleyball, Fun Times, Outdoor Volleyball, Volleyball Social, Beach Volleyball","Stress-free Indoor Volleyball in Cambridge (all levels welcome) (ID: 255630053, Date: 2018-10-21T14:00-04:00); Stress-free Indoor Volleyball in Cambridge #2 (all levels welcome) (ID: 255968573, Date: 2018-11-04T14:00-05:00); Stress-free Indoor Volleyball in Cambridge #3 (Sun, Nov 18, 2-4pm) (ID: 256375876, Date: 2018-11-18T14:00-05:00)"
She Is Boston,"<p>The ladies of&nbsp; “SHE IS BOSTON” come from the inner city streets, but share the hopes to live",https://www.meetup.com/meetup-group-sheisboston,Boston,02124,455,Career & Business,"Women's Social, Social Networking, Business Referral Networking, Women Entrepreneurs, Professional Networking, Small Business Marketing Strategy, Entrepreneurship, Women's Business Networking, Startup Businesses, Women Small Business Owners, Professional Women, Women's Networking, B2B Networking, Women's Empowerment, People Helping People","Women Networking in Needham on June 15 (ID: 231636450, Date: 2016-06-15T18:00-04:00); Women Networking in Boston at The Point on June 21 (ID: 231636543, Date: 2016-06-21T18:00-04:00); GBWN suggests:  Going InBound at HubSpot Tonight! (ID: 232222586, Date: 2016-06-28T18:00-04:00)"
Fun in Boston!,"If you're new to Boston or just want to have fun and meet new people, then join this group!

See you",https://www.meetup.com/fun-meetup-boston-events,Boston,02109,5387,Social Activities,"Nightlife, Fun Times, Eating & Drinking, Social Networking, Singles, New In Town, Dining Out, Women's Social, Dating and Relationships, Professional Networking, Professional Women, Single Professionals, Foodie, Women's Networking, Fun and Laughter","Comedy Show at the Burren! (ID: 244115720, Date: 2017-10-11T22:00-04:00); Witches Brew Comedy Show (ID: 244141548, Date: 2017-10-14T20:00-04:00); Midway Or The Highway Comedy (ID: 244092991, Date: 2017-10-15T21:00-04:00)"
GoodRec Pickup Soccer in Boston Everyday,"Welcome to GoodRec ! We organize pickup soccer games in Boston every day.

This group is for everyon",https://www.meetup.com/goodrec-pickup-soccer-boston,Boston,02108,150,Sports & Fitness,"Pickup Soccer, European Football, Experienced Soccer Players, Outdoor Soccer, Soccer, Futsal, Women's Football, Indoor Soccer, Futbol, Co-ed Soccer, Pickup Futsal, Womens Soccer, Sports and Socials","Mon - Sun Indoor/Outdoor GAMES ALL WEEK ⚽️🏐🏀  (ID: 298017642, Date: 2023-12-19T19:00-05:00); Mon - Sun Indoor/Outdoor GAMES ALL WEEK ⚽️🏐🏀  (ID: 298040787, Date: 2023-12-19T19:00-05:00); Mon - Sun Indoor/Outdoor GAMES ALL WEEK ⚽️🏐🏀  (ID: 298040788, Date: 2023-12-21T19:00-05:00)"
Boston Japanese & English Language Club,"**Welcome to Boston Japanese and English Language Club!**　
We connect language learners with native ",https://www.meetup.com/boston-japanese,Boston,02116,4385,Identity & Language,"Japanese, Japanese Culture","Boston Japanese Language February Meetup (ID: 143913, Date: 2003-02-11T19:00-05:00); Boston Japanese Language April Meetup (ID: 397472, Date: 2003-04-08T19:00-04:00); Boston Japanese Language June Meetup (ID: 537910, Date: 2003-06-10T19:00-04:00)"
Boston Buddhism for Beginners Meetup Group,<p>We're a group of like-minded people who knew something was missing in life as we knew it. We cher,https://www.meetup.com/boston-buddhism-for-beginners-meetup-group,Boston,02108,379,Religion & Spirituality,"Spiritual Growth, Pure Land Buddhism, Community Building, Personal Development, Personal Empowerment, Meaning of Life, Happiness","Readings of the Book You Were Born For a Reason &Discussions/Chats/Sharing (ID: 271216245, Date: 2020-06-12T18:00-04:00); Readings of the Book You Were Born For a Reason &Discussions/Chats/Sharing (ID: 271216247, Date: 2020-06-12T18:00-04:00); Readings of the Book You Were Born For a Reason &Discussions/Chats/Sharing (ID: 271299235, Date: 2020-06-16T18:00-04:00)"
Boston Free Guided Meditation Classes,"<p>Looking for peace, balance, joy, overcome stress, transform and meet other seekers of truth? Welc",https://www.meetup.com/boston-free-meditation,Boston,02111,2684,Health & Wellbeing,"Meditation, Guided Meditation, Stress Relief, Spiritual Growth, Free Events, Energy Healing, Sahaja Yoga Meditation, Kundalini Yoga and Meditation, Free Meditation Classes","Free Tai Chi Class (ID: 47211972, Date: 2012-01-27T15:30-05:00); Free Tai Chi Class (ID: 47212822, Date: 2012-01-27T15:30-05:00); Free Tai Chi Class (ID: 47812172, Date: 2012-02-03T15:30-05:00)"
Boston Buddhism for Beginners Meetup Group,<p>We're a group of like-minded people who knew something was missing in life as we knew it. We cher,https://www.meetup.com/boston-buddhism-for-beginners-meetup-group,Boston,02108,379,Religion & Spirituality,"Spiritual Growth, Pure Land Buddhism, Community Building, Personal Development, Personal Empowerment, Meaning of Life, Happiness","Readings of the Book You Were Born For a Reason &Discussions/Chats/Sharing (ID: 271216245, Date: 2020-06-12T18:00-04:00); Readings of the Book You Were Born For a Reason &Discussions/Chats/Sharing (ID: 271216247, Date: 2020-06-12T18:00-04:00); Readings of the Book You Were Born For a Reason &Discussions/Chats/Sharing (ID: 271299235, Date: 2020-06-16T18:00-04:00)"
Boston Free Guided Meditation Classes,"<p>Looking for peace, balance, joy, overcome stress, transform and meet other seekers of truth? Welc",https://www.meetup.com/boston-free-meditation,Boston,02111,2684,Health & Wellbeing,"Meditation, Guided Meditation, Stress Relief, Spiritual Growth, Free Events, Energy Healing, Sahaja Yoga Meditation, Kundalini Yoga and Meditation, Free Meditation Classes","Free Tai Chi Class (ID: 47211972, Date: 2012-01-27T15:30-05:00); Free Tai Chi Class (ID: 47212822, Date: 2012-01-27T15:30-05:00); Free Tai Chi Class (ID: 47812172, Date: 2012-02-03T15:30-05:00)"
Boston Real Estate Investors Association,The Boston Real Estate Investor Association is an Investor association for real estate investors and,https://www.meetup.com/bostonrealestateinvestorsassociation,Dedham,02026,3367,Career & Business,"Real Estate Networking, Real Estate Foreclosures, Real Estate Investors, Commercial Real Estate, Real Estate Investing, Real Estate, Real Estate Investment Education, Landlords & Property Managers, Wholesaling Real Estate, Real Estate Agents","Come Learn and Meet Dave Seymour of Flipping Boston (ID: 168420342, Date: 2014-04-01T18:00-04:00); Come Learn How To Fix and Flip Houses and Meet Dave Seymour of Flipping Boston (ID: 168470142, Date: 2014-04-01T18:00-04:00); How To Generate 100s of Real Estate Leads Per Month (ID: 174948752, Date: 2014-05-06T18:00-04:00)"
